,Education,Marital_Status,Income($),Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Postgraduate,no_of_children,Parent,family_size,custm_tot_purchase($),AggClusters
2002,Graduation,Married,22979.0,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,44,Graduation_or_Basic,1,1,3,115,Cluster4
2003,Graduation,Single,33279.0,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,48,Graduation_or_Basic,0,0,1,16,Cluster4
2004,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,42,Phd_or_Master,2,1,3,92,Cluster2
2005,Graduation,Married,30368.0,0,1,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,37,Graduation_or_Basic,1,1,3,52,Cluster4
2006,Graduation,Married,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,44,Graduation_or_Basic,1,1,3,1464,Cluster3
2007,Graduation,Divorced,41638.0,0,1,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,50,Graduation_or_Basic,1,1,2,441,Cluster2
2008,PhD,Divorced,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,55,Phd_or_Master,1,1,2,283,Cluster2
2009,PhD,Married,65814.0,0,1,2014-03-02,90,561,14,113,10,14,35,3,8,2,10,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,48,Phd_or_Master,1,1,3,747,Cluster3
2010,Graduation,Divorced,71964.0,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,56,Graduation_or_Basic,0,0,1,1870,Cluster1
2011,Graduation,Single,39146.0,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,28,Graduation_or_Basic,1,1,2,165,Cluster4
2012,Graduation,Married,96876.0,0,0,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,customer did not accept the offer in the 3rd campaign,customer accepted the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer accepted the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,37,Graduation_or_Basic,0,0,2,1941,Cluster1
2013,Basic,Married,34445.0,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,33,Graduation_or_Basic,0,0,2,839,Cluster1
2014,Graduation,Single,68281.0,0,0,2012-08-07,31,995,112,417,42,48,41,1,2,9,13,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,56,Graduation_or_Basic,0,0,1,1655,Cluster1
2015,Master,Married,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,39,Phd_or_Master,2,1,4,23,Cluster2
2016,Graduation,Married,36790.0,0,0,2013-03-01,14,3,3,14,15,21,10,1,2,1,2,9,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,31,Graduation_or_Basic,0,0,2,66,Cluster4
2017,Graduation,Married,27943.0,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,47,Graduation_or_Basic,2,1,4,37,Cluster2
2018,Graduation,Divorced,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer complained in the last 2 years,0,63,Graduation_or_Basic,2,1,3,21,Cluster2
2019,Graduation,Married,30261.0,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,42,Graduation_or_Basic,3,1,5,22,Cluster2
2020,Graduation,Married,28587.0,1,0,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,36,Graduation_or_Basic,1,1,3,78,Cluster4
2021,Master,Married,43815.0,1,0,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,32,Phd_or_Master,1,1,3,79,Cluster4
2022,Graduation,Married,48195.0,1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,58,Graduation_or_Basic,2,1,4,265,Cluster2
2023,Master,Married,77027.0,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,62,Phd_or_Master,1,1,3,1175,Cluster3
2024,PhD,Married,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,49,Phd_or_Master,1,1,3,1305,Cluster3
2025,Master,Married,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,35,Phd_or_Master,1,1,3,46,Cluster4
2026,Graduation,Married,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,49,Graduation_or_Basic,2,1,4,25,Cluster2
2027,Graduation,Divorced,23272.0,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,61,Graduation_or_Basic,0,0,1,46,Cluster4
2028,Master,Married,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,65,Phd_or_Master,1,1,3,874,Cluster3
2030,PhD,Widow,68117.0,0,1,2013-03-10,80,618,44,215,0,17,36,2,11,8,4,6,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,67,Phd_or_Master,1,1,2,930,Cluster3
2031,Graduation,Married,67225.0,0,1,2013-11-26,4,315,35,322,46,7,143,3,7,2,11,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,59,Graduation_or_Basic,1,1,3,868,Cluster3
2032,Graduation,Married,17649.0,1,0,2013-11-12,70,15,1,23,0,5,1,3,3,0,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,38,Graduation_or_Basic,1,1,3,45,Cluster4
2033,Graduation,Married,55914.0,0,1,2013-04-29,32,384,60,364,119,101,232,4,11,6,8,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,39,Graduation_or_Basic,1,1,3,1260,Cluster3
2034,Graduation,Married,40059.0,1,0,2013-09-28,82,110,29,92,28,10,145,1,6,2,3,8,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,30,Graduation_or_Basic,1,1,3,414,Cluster4
2035,Graduation,Married,60905.0,0,1,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,64,Graduation_or_Basic,1,1,3,392,Cluster3
2036,Graduation,Married,75330.0,1,1,2012-10-04,94,555,82,257,93,61,61,4,10,3,12,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,37,Graduation_or_Basic,2,1,4,1109,Cluster3
2037,Graduation,Single,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,63,Graduation_or_Basic,1,1,2,639,Cluster3
2038,Graduation,Married,38680.0,1,0,2013-03-28,97,11,0,36,15,5,12,1,2,0,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,30,Graduation_or_Basic,1,1,3,79,Cluster4
2039,Graduation,Married,61416.0,0,0,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,32,Graduation_or_Basic,0,0,2,1665,Cluster1
2040,Graduation,Single,49767.0,0,0,2013-05-02,92,202,47,197,55,42,149,1,5,4,8,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,23,Graduation_or_Basic,0,0,1,692,Cluster1
2041,Graduation,Single,83273.0,1,2,2012-09-25,98,433,89,650,16,102,102,10,4,6,9,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,44,Graduation_or_Basic,3,1,4,1392,Cluster3
2042,Graduation,Married,29009.0,1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,33,Graduation_or_Basic,1,1,3,44,Cluster4
2043,Master,Married,45057.0,1,0,2013-12-01,80,37,0,7,3,0,3,1,2,0,3,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,35,Phd_or_Master,1,1,3,50,Cluster4
2044,Graduation,Married,37150.0,1,0,2012-09-11,80,167,37,64,49,34,116,8,4,3,6,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,43,Graduation_or_Basic,1,1,3,467,Cluster2
2045,Graduation,Single,43020.0,1,0,2013-11-30,79,45,7,99,4,25,43,3,4,1,4,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,44,Graduation_or_Basic,1,1,2,223,Cluster4
2046,Graduation,Married,53154.0,0,1,2014-06-09,50,129,0,21,0,1,7,1,3,1,4,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,55,Graduation_or_Basic,1,1,3,158,Cluster2
2047,Graduation,Married,65308.0,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer accepted the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,41,Graduation_or_Basic,0,0,2,1211,Cluster1
2048,Graduation,Single,76467.0,1,0,2012-08-17,44,676,161,426,210,44,58,2,2,5,5,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,44,Graduation_or_Basic,1,1,2,1575,Cluster1
2049,Master,Married,81044.0,0,0,2013-12-27,0,450,26,535,73,98,26,1,5,6,10,1,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,67,Phd_or_Master,0,0,2,1208,Cluster1
2050,Graduation,Married,32871.0,1,1,2013-03-09,28,22,2,12,0,2,5,1,1,0,3,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,63,Graduation_or_Basic,2,1,4,43,Cluster2
2051,Graduation,Single,55801.0,1,1,2013-09-22,35,367,4,51,6,4,95,6,7,2,6,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer accepted the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,39,Graduation_or_Basic,2,1,3,527,Cluster2
2052,Graduation,Widow,76320.0,0,1,2014-06-22,49,526,35,214,69,53,35,2,6,3,4,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,55,Graduation_or_Basic,1,1,2,932,Cluster3
2053,Master,Single,36927.0,1,1,2014-06-02,46,51,0,16,0,0,4,2,3,0,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,59,Phd_or_Master,2,1,3,71,Cluster2
2054,Graduation,Married,48794.0,1,1,2014-06-26,97,25,0,11,3,0,15,1,1,0,3,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,61,Graduation_or_Basic,2,1,4,54,Cluster2
2055,Graduation,Single,23478.0,0,0,2013-03-19,51,28,6,27,12,17,39,1,3,0,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,49,Graduation_or_Basic,0,0,1,129,Cluster4
2056,Graduation,Divorced,71128.0,1,0,2012-10-06,80,958,159,447,20,0,31,3,2,10,12,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,41,Graduation_or_Basic,1,1,2,1615,Cluster3
2057,PhD,Divorced,70179.0,0,1,2013-07-21,10,532,88,168,69,44,133,3,7,3,13,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,38,Phd_or_Master,1,1,2,1034,Cluster3
2058,Graduation,Married,59462.0,0,1,2013-01-05,29,724,17,143,0,8,196,2,9,2,12,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,64,Graduation_or_Basic,1,1,3,1088,Cluster3
2059,Master,Married,51381.5,1,1,2013-05-18,52,375,42,48,94,66,96,7,4,10,4,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,45,Phd_or_Master,2,1,4,721,Cluster3
2060,Graduation,Married,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,45,Graduation_or_Basic,1,1,3,137,Cluster4
2061,PhD,Single,51381.5,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,33,Phd_or_Master,1,1,2,47,Cluster4
2062,PhD,Married,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,32,Phd_or_Master,0,0,2,1244,Cluster1
2063,Graduation,Married,42554.0,1,1,2013-01-12,93,29,1,11,0,0,0,2,2,0,3,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,36,Graduation_or_Basic,2,1,4,41,Cluster2
2064,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,40,Graduation_or_Basic,1,1,3,1174,Cluster3
2065,Graduation,Widow,67046.0,0,1,2013-01-06,92,544,35,133,23,151,107,2,4,5,4,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,63,Graduation_or_Basic,1,1,2,993,Cluster3
2066,Graduation,Married,42192.0,0,0,2013-09-06,40,40,15,15,17,6,7,1,2,1,3,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,66,Graduation_or_Basic,0,0,2,100,Cluster4
2067,PhD,Married,77610.0,0,1,2012-10-29,70,1245,33,332,21,33,16,2,4,7,4,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,62,Phd_or_Master,1,1,3,1680,Cluster3
2068,Graduation,Married,31761.0,1,0,2014-04-05,96,19,1,20,16,14,28,2,3,0,4,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,30,Graduation_or_Basic,1,1,3,98,Cluster4
2069,Graduation,Married,34350.0,1,0,2013-10-19,81,16,3,15,2,1,11,1,1,0,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,35,Graduation_or_Basic,1,1,3,48,Cluster4
2070,Graduation,Married,54591.0,0,1,2013-08-05,63,376,4,94,12,9,24,3,6,2,8,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,65,Graduation_or_Basic,1,1,3,519,Cluster3
2071,Graduation,Married,71866.0,0,1,2013-12-25,85,184,178,178,103,39,33,1,6,3,10,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,58,Graduation_or_Basic,1,1,3,715,Cluster3
2072,Graduation,Married,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,45,Graduation_or_Basic,1,1,3,37,Cluster4
2073,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,27,Phd_or_Master,0,0,1,653,Cluster1
2074,Graduation,Married,69520.0,0,0,2013-07-07,95,627,120,414,121,80,93,1,9,6,5,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,31,Graduation_or_Basic,0,0,2,1455,Cluster1
2075,Graduation,Divorced,64713.0,1,0,2014-02-07,11,180,60,241,13,54,54,2,5,5,7,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,44,Graduation_or_Basic,1,1,2,602,Cluster3
2076,Master,Married,27889.0,1,0,2013-07-05,42,14,0,4,0,0,8,1,1,1,2,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,37,Phd_or_Master,1,1,3,26,Cluster4
